#Summarized to Mean Gene Counts with TRANSIT.
#Reads normalized using 'TTR'
#Normalization Factors: 0.2022242627257723 2.7163348127929323 0.5341937296665994 0.989248428478069 4.029761640498131 0.24877982963699666 0.19549116853082513 2.391099599969484
#Files:
#output/A1_insertions.wig
#output/C1_insertions.wig
#output/A2_insertions.wig
#output/C2_insertions.wig
#output/B1_insertions.wig
#output/D1_insertions.wig
#output/B2_insertions.wig
#output/D2_insertions.wig
#Orf	Name	Number of TA sites	output/A1_insertions.wig	output/C1_insertions.wig	output/A2_insertions.wig	output/C2_insertions.wig	output/B1_insertions.wig	output/D1_insertions.wig	output/B2_insertions.wig	output/D2_insertions.wig
MB0017c	rodA	27	174.47	301.61	9.57	8.96	189.55	74.51	104.04	81.03
MB0018c	pstp	25	160.39	69.43	17.02	19.92	36.27	50.72	88.77	107.12
MB0019c	fhaB	14	56.81	51.80	34.84	75.42	0.00	64.49	46.53	13.83
MB0020c	fhaA	49	0.18	0.83	18.20	28.02	20.89	7.01	16.17	10.44
LEUT	NA	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0021c	NA	22	161.00	209.28	296.66	160.47	175.84	295.53	273.65	327.36
MB0022c	whiB5	8	266.03	236.66	518.57	546.39	199.98	118.47	165.06	104.91
MB0023	NA	12	0.00	0.00	2.49	44.43	0.00	0.00	0.14	0.00
MB0024	NA	12	433.81	214.82	0.51	5.40	0.67	115.12	233.44	570.28
MB0025	NA	2	1432.03	673.65	1.26	15.23	0.00	140.53	619.45	450.72
MB0026	NA	7	80.82	8.54	53.58	33.32	28.21	93.81	116.95	42.70
MB0027	NA	16	325.09	37.01	303.16	356.86	36.52	172.40	226.80	190.84
MB0028	NA	5	460.16	490.57	184.99	184.33	368.32	47.23	145.47	22.95
MB0029	NA	5	587.38	435.16	169.22	578.69	4.03	331.50	690.31	636.03
MB0030	NA	19	117.93	60.90	1.25	5.81	23.12	110.54	87.31	85.20
MB0031	NA	5	2.56	70.08	132.73	23.23	1.61	57.36	153.21	83.69
MB0032	NA	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0033	bioF2	57	99.20	83.21	46.24	47.61	84.77	86.43	208.37	199.93
MB0034	acpA	3	100.05	234.51	44.48	66.33	123.58	65.11	283.10	253.46
MB0035	NA	5	194.65	64.11	182.06	199.56	1114.63	283.31	304.80	119.55
MB0036	fadD34	25	189.22	243.06	199.75	211.44	193.91	257.58	388.74	261.40
MB0037c	NA	4	10.87	5.43	0.63	15.00	30.22	104.71	374.00	98.04
MB0038c	NA	20	172.15	269.73	323.15	434.92	114.04	146.67	183.94	291.71
MB0039	NA	8	400.03	180.98	41.38	175.66	494.65	239.99	290.18	453.11
MB0040c	NA	4	562.37	103.90	244.63	224.93	1.01	23.94	88.05	62.77
MB0041c	mtc28	9	236.87	148.19	84.35	126.31	423.12	183.69	74.42	162.86
MB0042	leuS	71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.12
MB0043c	NA	5	112.66	134.73	140.51	163.38	15.31	6.50	30.67	69.34
MB0044c	NA	10	117.12	73.34	29.67	108.25	22.57	132.77	292.51	91.10
MB0045c	NA	20	68.27	53.92	262.22	285.16	92.08	149.45	132.02	193.56
MB0046c	NA	7	141.71	105.55	106.28	2.31	19.57	32.78	191.46	301.96
MB0047c	ino1	16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0048c	NA	7	407.41	866.51	0.58	15.23	465.73	104.46	98.45	252.43
MB0049c	NA	16	266.40	280.80	305.72	285.51	4.79	289.38	220.18	168.57
MB0050	NA	8	204.72	66.55	36.83	43.80	467.96	202.23	14.71	55.89
MB0051	ponA1	41	103.28	48.50	169.44	146.67	108.12	110.11	17.46	3.44
MB0052	NA	34	60.24	239.52	203.47	199.33	236.22	105.03	88.27	37.98
MB0053	NA	7	468.76	353.51	24.33	82.56	8.06	146.90	128.66	61.83
MB0054	rpsF	6	158.49	390.25	0.00	0.00	0.00	10.59	0.00	0.00
MB0055	ssb	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.95
MB0056	rpsR1	4	0.00	0.00	0.38	0.00	0.00	2.03	597.51	395.73
MB0057	rplI	7	157.31	226.23	0.00	0.00	0.00	30.40	153.28	115.80
MB0058	NA	15	15.86	15.57	383.01	325.30	41.37	104.32	154.10	108.24
MB0059	dnaB	38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0060	NA	20	95.42	190.55	577.71	651.67	309.49	335.50	234.92	371.34
MB0061	NA	23	0.00	0.00	0.00	0.00	110.21	25.15	4.94	0.00
MB0062A	NA	6	128.11	114.99	245.22	237.55	2.69	6.25	419.86	401.31
MB0063	celA1	21	126.62	131.55	213.05	125.36	52.77	123.15	145.03	134.81
MB0064	NA	23	132.23	137.00	96.52	53.65	475.34	57.81	200.61	96.06
MB0065	NA	68	63.49	78.29	40.03	29.47	167.29	107.67	106.71	92.41
MB0065A	vapB1	5	119.10	366.71	86.23	118.06	1282.27	230.63	418.24	993.74
MB0066	vapc1	8	92.43	134.46	112.52	172.09	368.72	24.81	328.94	273.48
MB0067c	icd2	39	112.83	234.93	5.56	41.04	4.86	72.88	25.00	19.56
MB0068c	NA	12	106.66	158.23	84.41	112.43	205.52	123.92	55.82	111.39
MB0069	NA	12	167.58	100.73	337.42	394.73	126.27	181.96	110.92	212.61
MB0070c	sdaA	12	160.56	162.07	17.14	38.08	0.34	2.61	74.93	35.67
MB0071c	glyA2	18	159.73	298.80	56.72	34.12	35.37	103.85	116.97	184.78
MB0072	NA	9	402.51	654.03	443.26	496.05	938.49	262.12	119.22	16.21
MB0073	NA	16	314.57	480.96	511.87	827.68	410.53	440.64	604.14	482.55
MB0074	NA	12	730.35	363.76	301.78	246.91	91.34	280.51	578.09	568.88
MB0075	NA	2	1172.61	143.97	53.32	126.63	4.03	333.12	1350.36	876.34
MB0076	NA	19	95.97	106.94	415.94	372.62	6.36	91.12	155.42	135.03
MB0077	NA	24	231.41	202.37	353.70	346.21	223.99	210.59	287.27	369.13
MB0078c	NA	3	71.00	66.10	504.59	787.39	29.55	471.55	534.44	115.57
MB0079c	NA	14	116.79	57.04	257.59	217.42	204.37	211.54	186.49	46.46
MB0080	NA	8	63.45	1.36	2.72	10.47	46.34	62.92	19.26	156.32
MB0081c	NA	10	292.85	229.26	281.47	268.49	0.40	91.96	129.30	151.83
MB0081A	NA	2	185.15	23.09	240.08	170.90	10.07	911.49	23.96	74.12
MB0082	NA	14	149.67	71.79	73.83	87.12	137.59	94.91	162.94	202.73
MB0083	NA	4	339.42	1096.04	63.31	117.11	6.04	151.34	61.79	236.72
MB0084	NA	5	318.59	262.40	0.81	11.23	1694.11	110.42	363.48	513.13
MB0085	NA	7	154.21	0.39	29.03	0.68	51.24	45.37	17.83	25.62
MB0086	NA	24	103.12	98.69	110.65	80.73	1.01	154.53	216.18	307.85
MB0087	hycD	9	178.35	27.77	17.80	23.38	25.52	42.45	29.99	88.47
MB0088	hycP	4	3.38	7.47	0.00	0.00	0.00	84.00	1.93	2.99
MB0089	hycQ	15	47.33	88.37	3.50	19.61	9.40	81.89	74.04	147.77
MB0090	hycE	25	2.18	16.84	15.28	2.17	0.00	5.86	117.58	118.79
MB0091	NA	14	2.03	0.19	0.00	0.20	519.26	124.98	19.22	41.67
MB0092	NA	10	48.30	23.90	209.10	82.64	429.98	321.40	37.27	35.15
MB0093	NA	12	70.70	172.94	98.31	44.91	300.89	232.43	162.30	174.35
MB0094	mtn	11	328.60	163.47	271.83	240.45	520.21	85.06	439.90	623.64
MB0095	ctpA	30	68.55	359.10	765.78	705.83	102.89	141.46	211.66	149.60
MB0096c	NA	8	23.55	159.58	0.00	1.55	14.61	315.96	66.32	89.67
MB0097c	NA	8	60.88	95.75	44.35	27.49	507.75	148.14	168.65	122.24
MB0098c	NA	18	57.21	30.03	1.18	0.11	10.30	39.64	90.00	97.64
MB0099	PPE1	34	244.30	205.24	93.27	77.29	252.93	270.48	120.00	129.26
MB0100	NA	26	114.02	77.00	241.63	277.65	96.87	113.63	140.18	184.30
MB0101	fcot	11	3.66	426.46	52.24	18.78	0.00	81.26	74.17	9.13
MB0102	fadD10	32	14.58	29.12	12.83	14.85	4.53	18.07	14.24	9.94
MB0103	NA	3	7.75	42.56	849.29	773.74	18.81	23.16	105.18	456.70
MB0104	nrp	122	103.00	99.17	40.20	38.69	156.33	101.14	58.50	67.32
MB0105	NA	42	0.00	0.00	15.33	19.18	0.00	0.00	0.00	0.00
MB0106c	ctpB	30	256.64	76.33	165.98	170.43	141.85	190.70	129.63	106.88
MB0107	NA	26	499.61	264.42	264.71	499.38	357.72	232.41	242.87	192.76
MB0108c	rpmB1	5	126.35	105.94	0.00	0.00	95.91	46.90	58.68	70.30
MB0109	NA	12	57.92	45.27	67.26	71.49	25.52	89.57	156.05	252.26
MB0111c	ctpI	63	157.94	95.68	104.74	72.22	252.02	88.72	144.82	117.92
MB0112c	NA	2	0.00	29.88	0.00	0.00	1575.64	651.08	46.80	93.25
MB0113	PE_PGRS1	27	60.80	34.21	27.56	6.63	1.34	58.05	73.62	33.12
MB0114	NA	13	528.34	279.78	742.20	770.69	488.53	326.09	345.36	401.70
MB0115	NA	42	126.49	120.17	75.97	67.64	385.71	339.11	102.06	142.38
MB0116	gca	31	19.62	37.77	93.85	135.32	0.00	28.24	92.99	66.18
MB0117	gmhA	12	2.13	0.00	0.00	0.00	0.00	4.56	0.11	0.00
MB0118	gmhb	9	159.26	202.82	732.82	490.12	3.13	93.03	124.27	385.23
MB0119	hdda	13	292.90	43.04	57.77	16.77	10.23	297.40	306.49	392.51
MB0120c	ldta	17	291.56	214.11	30.92	39.32	51.68	160.40	218.45	398.47
MB0121	oxyS	17	57.33	107.22	134.06	130.89	51.44	253.93	51.22	97.61
MB0122c	oxcA	26	53.19	38.45	10.54	11.94	23.25	73.65	69.84	39.64
MB0123	fadD7	13	1.45	0.00	0.00	2.12	218.54	330.99	22.87	0.18
MB0124c	fusA2b	25	5.80	6.52	2.91	1.45	83.50	23.36	31.62	84.45
MB0125c	fusA2a	2	0.00	1.36	0.00	0.00	2258.68	3.70	31.01	7.17
MB0126c	NA	10	243.98	25.53	10.92	26.47	2.82	37.25	195.40	91.58
MB0127	NA	9	55.15	40.44	1.97	0.85	0.00	30.96	41.87	10.36
MB0128	NA	8	9.22	0.00	0.00	0.00	0.00	0.36	0.38	0.00
MB0129	PE_PGRS2	15	40.51	91.63	168.68	168.90	134.33	75.06	182.32	58.66
MB0130	pepA	10	306.62	125.77	138.44	225.08	264.35	469.07	148.10	186.98
MB0131	treS	31	247.26	147.91	44.22	38.05	567.42	322.89	80.86	61.01
MB0132	mak	30	138.46	58.58	186.60	146.05	4.70	99.86	22.88	6.30
MB0133	NA	19	242.37	300.51	91.43	180.40	317.29	112.46	470.48	292.60
MB0134c	fbpC	28	145.32	125.24	54.01	54.00	64.33	55.41	116.42	48.42
MB0135	htdz	4	217.33	69.27	106.27	296.82	2.01	57.25	346.94	13.75
MB0136c	fadE1	18	61.33	68.21	23.90	24.23	176.19	155.17	78.05	75.05
MB0137c	fgd2	15	247.99	46.00	113.05	79.34	6.72	217.91	233.34	178.69
MB0138	NA	7	146.45	90.80	420.88	485.44	1207.20	268.20	201.61	639.11
MB0139-1	NA	3	0.57	220.93	781.06	318.00	1.34	107.78	76.18	106.80
MB0139-2	NA	2	393.86	31.24	334.09	179.47	0.00	464.58	207.67	333.56
MB0139-3	NA	5	548.64	124.95	170.84	139.39	188.59	28.46	80.93	184.59
MB0139-4	NA	2	1.43	31.24	86.43	119.01	0.00	191.40	862.46	970.79
MB0140c	NA	11	364.52	797.61	266.09	134.59	112.10	191.45	104.17	38.69
MB0141	cyp138	23	215.56	215.06	435.61	394.01	240.21	432.26	170.48	139.41
MB0142c	msrA	11	292.72	142.48	129.16	114.86	26.01	107.50	88.90	149.77
MB0143	NA	6	448.68	374.85	165.78	384.02	158.50	440.62	379.58	340.73
MB0144	NA	12	994.08	861.76	154.96	400.76	1131.36	644.36	230.82	471.45
MB0145	NA	15	141.45	111.37	177.68	142.24	10.48	168.32	189.24	185.39
MB0146c	NA	9	23.64	30.48	109.79	92.25	163.43	348.62	79.71	176.41
MB0147	NA	6	1.81	43.91	0.00	0.00	14.78	56.95	203.20	147.45
MB0148c	NA	27	219.02	143.97	289.44	255.27	336.11	307.71	97.80	129.92
MB0149	NA	14	337.39	293.75	95.06	145.26	27.63	303.26	459.60	198.29
MB0150	NA	15	253.70	79.32	573.43	573.04	212.50	101.43	263.98	212.81
MB0151	NA	16	350.06	341.41	318.64	363.17	163.21	160.70	317.36	453.56
MB0152	NA	26	339.04	237.47	545.94	523.84	324.24	289.36	223.38	176.02
MB0153	NA	16	155.66	89.81	497.94	473.61	120.89	174.88	365.62	373.46
MB0154	NA	21	110.66	130.00	216.64	176.77	239.67	166.65	135.34	179.22
MB0155c	NA	4	0.00	7.47	0.00	0.00	0.00	0.00	35.71	100.43
MB0156c	PE1	44	253.71	407.70	353.48	454.93	376.87	280.13	165.71	182.59
MB0157c	PE2	40	233.09	254.93	248.68	274.02	677.71	351.61	345.88	243.95
MB0158c	ptbB	11	41.45	105.69	382.47	456.23	0.37	103.05	199.39	210.85
MB0159c	fadE2	12	168.95	173.62	1397.30	1459.89	9.74	78.25	222.74	110.59
MB0160	pntAa	10	461.89	159.99	186.50	162.81	1.61	130.03	308.90	710.63
MB0161	pntAb	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0162	pntB	14	385.00	433.06	969.38	809.83	352.60	252.14	732.92	923.99
MB0162A	NA	5	32.76	5.98	42.35	13.90	0.00	6.54	187.60	83.69
MB0163	NA	16	350.60	416.79	417.36	528.60	772.20	505.81	269.53	269.15
MB0164c	PE3	50	310.19	440.37	251.76	260.90	242.83	216.32	347.75	348.05
MB0165c	PE4	43	286.74	159.88	370.36	318.09	146.01	180.91	200.18	219.65
MB0166	NA	19	160.85	99.50	38.49	51.76	196.61	112.24	43.20	68.34
MB0167c	adhE1	16	141.11	22.92	4.45	19.93	133.74	86.74	110.23	99.98
MB0168	NA	10	141.20	34.50	118.88	151.00	205.52	256.76	79.44	126.73
MB0169	TB18.5	8	22.14	90.66	116.38	117.94	976.21	492.43	140.74	97.14
MB0170c	mce1r	6	83.90	43.01	440.40	430.03	145.07	181.49	429.07	274.18
MB0172	fadD5	27	65.92	316.91	372.71	322.27	97.61	214.90	107.65	152.68
MB0173	yrbE1A	7	31.84	5.82	147.51	124.32	0.00	0.00	29.67	3.76
MB0174	yrbE1B	15	22.41	0.91	134.38	91.15	313.78	117.41	240.14	191.77
MB0175	mce1A	39	12.97	13.86	152.85	84.42	126.47	10.04	96.51	71.92
MB0176	mce1B	18	185.82	102.77	451.07	447.70	0.00	13.56	142.73	100.29
MB0177	mce1C	25	0.12	2.82	2.83	8.26	162.16	58.92	94.68	154.94
MB0178	mce1D	33	30.39	13.99	107.56	81.53	35.41	27.05	39.43	76.95
MB0179	lprK	16	19.02	1.19	51.02	45.22	0.00	9.01	75.90	123.89
MB0180	mce1F	31	27.99	22.52	143.93	53.56	14.43	26.74	81.39	83.53
MB0181	NA	9	3.47	0.91	70.03	77.33	1.79	0.29	110.80	4.78
MB0182	NA	15	98.61	36.40	39.63	17.77	1.88	2.24	9.85	34.27
MB0183	NA	12	0.00	0.23	0.00	0.00	0.00	24.91	42.33	69.74
MB0184	NA	11	0.00	4.69	130.49	138.14	0.00	5.64	26.94	21.30
MB0185c	lprO	22	203.72	81.00	495.92	459.56	86.64	255.88	203.44	417.57
MB0186c	Mb0186c	28	358.68	495.25	84.12	79.60	300.94	140.93	310.55	312.64
MB0187c	NA	15	79.45	118.98	50.81	25.33	84.36	88.88	212.92	210.74
MB0188c	sigG	21	193.11	246.93	533.16	716.53	252.92	190.61	151.43	283.29
MB0189	NA	15	103.82	77.51	117.43	50.91	7.52	248.32	214.64	268.92
MB0190	NA	11	116.54	142.48	7.40	29.77	42.50	116.82	56.19	83.47
MB0191	NA	10	115.75	170.31	96.79	85.12	240.98	99.79	93.03	32.52
MB0192	bglS	34	166.38	74.70	66.03	85.05	110.94	83.85	106.70	86.43
MB0192A	mymT	3	0.00	0.00	0.00	0.00	0.00	121.63	10.78	0.00
MB0193	NA	7	7.25	435.78	200.66	73.04	445.58	138.16	251.20	217.25
MB0194	NA	10	149.34	75.51	201.87	209.56	0.40	89.79	203.24	377.08
MB0195c	ilvD	22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0196	ricR	3	79.77	419.22	398.62	379.57	255.22	342.91	117.28	349.90
MB0197	NA	19	433.51	362.27	673.98	501.26	198.52	420.03	398.43	438.58
MB0198	NA	12	385.96	308.30	136.72	155.67	298.87	255.83	269.73	385.17
MB0199c	NA	34	294.07	218.98	282.64	334.05	140.80	156.09	288.05	253.74
MB0200	NA	55	300.14	150.68	360.87	318.97	182.51	244.00	234.74	281.32
MB0201	NA	6	363.95	42.56	714.51	788.82	0.67	141.61	318.09	502.93
MB0202	NA	7	103.35	538.61	94.08	106.09	36.27	248.01	231.38	114.43
MB0203	NA	30	117.16	44.55	1.52	9.30	118.07	193.12	95.34	75.16
MB0204c	zmp1	42	124.26	46.70	24.34	40.44	24.75	50.57	29.05	27.95
MB0205	NA	12	162.41	142.61	2.36	41.02	202.50	15.20	85.39	291.12
MB0206	NA	7	0.33	17.46	0.00	0.00	0.00	0.00	0.86	8.20
MB0207c	NA	8	13.23	91.68	3.35	6.90	9.57	104.80	274.35	346.41
MB0208c	mmpL11	39	171.49	75.50	170.16	177.73	82.87	126.37	135.57	134.39
MB0209	NA	3	96.74	84.21	94.68	194.23	6.72	214.04	319.75	223.97
MB0210c	NA	23	0.00	1.30	0.00	0.00	0.00	4.12	4.81	14.97
MB0211	NA	12	81.96	135.14	333.41	394.81	14.10	68.95	108.90	151.24
MB0212c	mmpL3	34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0213c	NA	9	113.54	167.81	0.00	0.00	0.45	68.85	201.14	80.77
MB0214c	NA	12	306.10	213.23	2.15	2.14	0.00	81.75	92.19	138.48
MB0215	NA	15	157.94	129.12	330.75	476.24	147.76	141.46	154.27	106.64
MB0216	NA	14	33.41	39.00	360.44	381.39	129.82	247.50	223.25	287.44
MB0217	pckA	24	68.01	148.04	46.96	55.70	3.19	63.06	6.70	15.84
MB0218c	nadR	6	24.63	6.34	49.95	109.02	5.37	131.06	226.16	168.17
MB0219c	NA	31	110.55	180.77	222.50	213.06	47.84	80.51	96.78	166.37
MB0220	fadD4	34	98.05	110.97	201.68	133.49	66.97	121.05	92.68	112.45
MB0221c	fadE3	21	181.77	104.38	184.05	296.06	88.27	140.46	197.22	186.28
MB0222	NA	23	36.50	16.65	26.19	42.72	19.62	94.00	30.77	48.97
MB0223c	lipW	21	162.22	200.62	96.51	80.07	12.47	114.40	74.51	86.76
MB0224	NA	19	44.29	68.62	16.79	43.85	58.75	95.17	117.13	60.28
MB0225	NA	11	1.99	77.79	41.12	42.76	44.33	113.93	79.43	18.69
MB0226	lipC	24	185.69	93.37	56.29	57.28	83.95	27.98	10.20	9.76
MB0227	NA	13	54.81	136.03	0.00	0.00	0.93	75.44	207.76	398.76
MB0228c	NA	19	46.95	76.77	465.07	470.89	162.68	303.34	153.69	63.18
MB0229c	NA	15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0230	NA	20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0231c	NA	29	4.46	5.25	0.00	0.00	0.42	2.18	26.10	55.90
MB0232c	NA	23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0233	NA	14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0234c	NA	16	117.23	79.28	216.01	259.98	86.64	87.49	66.75	28.54
MB0235c	php	16	334.65	266.37	1075.46	1123.36	367.46	325.08	294.73	575.81
MB0236	fadE4	36	482.68	370.33	227.71	225.99	87.42	194.90	300.57	342.53
MB0237	NA	9	286.39	586.73	262.43	112.14	670.73	792.84	343.70	408.08
MB0238	nrdB	11	380.00	305.71	1998.93	2745.35	442.54	215.87	315.33	425.18
MB0239c	gabD1	23	34.78	52.44	53.49	52.32	70.61	1.04	57.20	40.13
MB0240c	NA	27	189.26	165.70	35.66	42.35	147.91	43.82	62.01	56.77
MB0241c	aftd	38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0242c	NA	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0243	lpqI	13	143.50	122.86	2.41	10.69	7.44	39.40	33.27	43.04
MB0244	NA	13	296.13	151.70	0.08	0.00	3.72	51.47	15.05	78.54
MB0245	vapb24	2	0.00	0.00	0.00	0.00	0.00	0.00	107.50	170.96
MB0246	vapc24	9	82.23	57.65	30.49	14.28	296.41	128.69	161.36	208.03
MB0247c	htdx	17	261.67	361.75	246.17	273.70	1.66	90.56	104.12	35.44
MB0248c	fabG4	11	61.42	26.67	228.04	232.31	60.81	52.97	89.63	36.74
MB0249	fadA2	20	374.68	443.31	216.45	236.60	73.34	230.31	315.90	268.88
MB0250c	fadE5	23	0.53	0.47	0.00	0.00	1.05	5.93	0.00	0.00
MB0251	NA	4	283.88	8.15	20.72	0.95	571.22	299.39	241.18	781.89
MB0252	NA	33	139.83	51.53	66.95	130.67	109.54	181.16	175.87	112.38
MB0253c	NA	12	0.00	4.75	18.87	12.85	3.69	18.51	15.54	0.20
MB0254c	NA	39	65.23	106.63	21.98	19.26	0.62	33.74	10.79	25.01
MB0255c	NA	23	37.21	57.99	7.01	3.27	12.44	88.88	60.79	45.22
MB0256c	NA	4	0.00	53.65	0.00	0.00	9.07	164.47	663.10	221.18
MB0257c	hsp	5	206.74	165.70	84.51	71.98	239.37	37.68	61.38	37.30
MB0258	nirB	41	141.33	191.73	117.14	147.20	433.54	310.58	172.64	218.46
MB0259	nirD	7	96.87	168.80	304.20	400.29	301.08	225.84	144.98	177.28
MB0260c	cobU	6	479.28	648.75	1154.48	838.17	41.64	188.17	130.53	127.13
MB0261c	cobQ1	15	16.40	69.90	53.44	43.73	133.79	223.32	87.96	77.63
MB0262c	PPE2	32	105.07	182.93	217.41	157.48	213.45	130.26	246.43	276.40
MB0263	NA	1	0.00	0.00	0.00	0.00	4.03	0.00	2.26	0.00
MB0264c	NA	8	27.55	0.34	0.00	0.00	29.72	0.18	14.03	31.68
MB0265c	NA	8	7.13	0.68	0.00	10.59	0.00	126.03	21.90	0.90
MB0266c	NA	23	59.75	22.32	7.30	51.87	0.00	18.40	73.38	47.30
MB0267c	narK3	25	41.77	38.90	22.68	71.03	27.56	70.92	41.81	31.28
MB0268c	aac	7	193.41	708.58	17.55	24.07	681.61	280.83	147.69	46.46
MB0269c	NA	16	37.17	35.14	291.44	152.16	0.00	46.64	83.20	50.06
MB0270c	NA	10	301.22	289.02	97.90	25.52	131.37	121.00	114.10	55.23
MB0271c	NA	9	380.50	428.88	85.98	54.06	343.43	318.19	499.03	198.73
MB0272c	oplA	42	186.83	256.69	117.85	80.95	431.86	238.61	181.83	215.94
MB0273	narU	15	360.32	465.58	564.40	416.07	656.85	266.44	402.85	335.39
MB0274c	NA	13	468.72	726.93	974.39	781.68	513.64	538.31	519.63	424.70
MB0275c	NA	11	478.44	354.11	290.30	138.83	315.42	231.63	207.35	168.03
MB0276	fadD2	25	244.70	177.65	374.83	315.57	307.07	266.68	158.35	233.37
MB0277c	fadE6	34	88.28	174.88	145.43	150.35	50.49	80.85	122.11	172.44
MB0278c	NA	16	6.04	69.27	0.00	0.00	410.53	133.07	50.63	29.29
MB0279c	NA	17	9.35	17.58	0.00	0.00	1.90	53.86	28.93	9.14
MB0280	NA	8	345.14	267.90	1.39	0.36	0.00	265.45	21.75	44.83
MB0281c	NA	9	56.17	22.94	0.00	0.00	376.11	88.57	31.74	82.36
MB0282	NA	17	82.33	220.02	141.43	234.05	361.26	70.19	142.53	186.22
MB0283c	vapc25	6	177.91	8.60	295.34	235.33	33.58	201.31	14.57	36.27
MB0284c	PE_PGRS3b	2	0.00	0.00	0.00	0.00	0.00	7.28	249.96	443.55
MB0285c	PE_PGRS3a	26	166.24	79.30	170.95	135.57	143.83	64.64	119.96	78.45
MB0286c	PE_PGRS3	23	90.98	78.07	0.00	0.46	0.53	46.44	22.81	12.37
MB0287c	PE_PGRS4	18	73.04	131.89	206.97	143.50	254.55	149.04	137.79	84.09
MB0288	PPE3	26	192.11	311.96	291.38	283.47	170.64	208.39	157.28	150.73
MB0289	NA	14	367.98	141.64	118.96	85.55	176.16	323.91	166.17	61.49
MB0290	ecca3	24	0.00	0.00	0.00	0.00	0.00	0.00	15.55	3.99
MB0291	eccb3	24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0292	eccc3	61	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
MB0293	PE5	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0294	PPE4	31	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00
MB0295	esxG	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0296	esxH	7	138.38	170.74	0.00	0.00	0.00	4.30	1.93	0.00
MB0297	espg3	13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0298	eccd3	19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MB0299	mycp3	13	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00
